epoch,train loss,val loss,swa
0.0,0.4523755611806381,0.45335886379082996,n
3.0,0.39148980433621056,0.4529239187637965,n
7.0,0.3940543814039812,0.4363970272243023,y
11.0,0.38620634486035604,0.44059790795048076,y
15.0,0.38126935155653374,0.4512842819094658,y
19.0,0.3774318764122521,0.4750859352449576,y
23.0,0.3733599071459072,0.46892575919628143,y
27.0,0.37025991990798857,0.48149018734693527,y
31.0,0.3666792662768829,0.47409958640734357,y
35.0,0.3658650888175499,0.4714080033202966,y
39.0,0.35992509998926303,0.4832713132103284,y
43.0,0.35235029277278157,0.48248543466130894,y
47.0,0.35455404821692443,0.4736969048778216,y
51.0,0.366686719583302,0.4640355197091897,y
55.0,0.36092721143873724,0.482988178730011,y
59.0,0.35498297123647315,0.48681992168227833,y
63.0,0.3411473502836576,0.5065670075515906,y
67.0,0.3315334356412655,0.5004330997665724,y
71.0,0.32912738348652676,0.4959002261360486,y
75.0,0.31753530098897653,0.5075545820097128,y
79.0,0.32814662231177816,0.472307230035464,y
83.0,0.30762712366697265,0.4973692012329896,y
87.0,0.30247470282199906,0.49471021567781764,y
91.0,0.29909626848813964,0.5054394801457723,y
95.0,0.2920485249743229,0.48061928898096085,y
99.0,0.28174538165330887,0.46825279171268147,y
103.0,0.2729991525411606,0.5188758037984371,y
107.0,0.2783488478602433,0.4641006489594777,y
111.0,0.26755455972217934,0.47141338512301445,y
115.0,0.24971202751848756,0.5024664861460527,y
119.0,0.24601696994973393,0.4637880213558674,y
123.0,0.250209770188099,0.4711397464076678,y
127.0,0.2424561744782983,0.44089556609590846,y
131.0,0.22924813246581613,0.47148418923219043,y
135.0,0.21662511985476424,0.47717073932290077,y
139.0,0.2232625193712188,0.48729202523827553,y
143.0,0.2182543795646691,0.45984113588929176,y
147.0,0.20345097725711217,0.4504169871409734,y
151.0,0.2204414959542635,0.4706687269111474,y
155.0,0.19238847821224025,0.4501219230393569,y
159.0,0.20517709524166294,0.4509805515408516,y
163.0,0.16453219741219427,0.41941745951771736,y
167.0,0.1761848766629289,0.4501567954818408,y
171.0,0.1594039781427965,0.4428037417431672,y
175.0,0.16867160615397664,0.4352213169137637,y
179.0,0.14541378762663865,0.45495470613241196,y
183.0,0.13256288792301968,0.47570858026544255,y
187.0,0.15073143908890282,0.43323514858881634,y
191.0,0.12481474612907666,0.43075616161028546,y
195.0,0.11345898787059434,0.45399025951822597,y
199.0,0.1414602834095315,0.47027507176001865,y
203.0,0.11286076639847058,0.44114747022589046,y
207.0,0.1176095715746647,0.4642992156247298,y
211.0,0.09794113039970398,0.4406133492787679,y
215.0,0.09807983149842518,0.44472810874382657,y
219.0,0.10428266236331404,0.45747046793500584,y
223.0,0.10132731297394125,0.4426465071737766,y
227.0,0.09444239899152662,0.4614838510751724,y
231.0,0.1445713184047036,0.4395151200393836,y
235.0,0.10101417333977979,0.4309762790799141,y
239.0,0.10105001844647454,0.47202932089567184,y
243.0,0.0987980104982853,0.4620242081582546,y
247.0,0.10936558819035204,0.47532226517796516,y
251.0,0.07800275687037445,0.45814946790536243,y
255.0,0.08302589487738726,0.4670567785700162,y
259.0,0.11147749642046487,0.4654323148230712,y
263.0,0.09021337012328752,0.45514770597219467,y
267.0,0.0774157987680377,0.4605063311755657,y
271.0,0.08726423224661409,0.45038990303874016,y
275.0,0.07005706093296772,0.4562418522934119,y
279.0,0.08453329434482063,0.4629640281200409,y
283.0,0.08831690070105762,0.4601711531480153,y
287.0,0.06890635010672778,0.4407408411304156,y
291.0,0.07840979944278555,0.46496493369340897,y
295.0,0.0806505527438187,0.44489287957549095,y
299.0,0.06953773629374621,0.46499795963366825,y
303.0,0.06653290460022485,0.4551258261005084,y
307.0,0.10345029985395873,0.4408649653196335,y
311.0,0.07756760970848363,0.45033345247308415,y
315.0,0.06340965728570776,0.4599204882979393,y
319.0,0.09174256190294172,0.4795067757368088,y
323.0,0.07002209608511227,0.45590782289703685,y
327.0,0.07659135831565392,0.4572536038855712,y
331.0,0.08435539119854206,0.4533814837535222,y
335.0,0.08880787451819676,0.4779551563163598,y
339.0,0.05648358102615287,0.45678431416551274,y
343.0,0.07864989976330501,0.4560440195103486,y
347.0,0.06050486326581094,0.45961736142635345,y
351.0,0.05046057374012179,0.44009897361199063,y
355.0,0.08399455821732195,0.4504242030282815,y
359.0,0.07388825460178096,0.46028099829951924,y
363.0,0.0704411300944119,0.4421871143082778,y
367.0,0.058823251324455914,0.44776633381843567,y
371.0,0.04971084353036997,0.44783233975370723,y
375.0,0.07038197521029449,0.46120185777544975,y
379.0,0.07291708386889319,0.4353860442837079,y
383.0,0.052428000311299065,0.4494614712893963,y
387.0,0.062445372979088525,0.46108665441473323,y
391.0,0.05311681139396458,0.4516903857390086,y
395.0,0.0663999906036912,0.4466015895207723,y
399.0,0.0726134754353907,0.45558218906323117,y
403.0,0.052213017715186605,0.4471624903380871,y
407.0,0.0569376016898853,0.45341001947720844,y
411.0,0.048579757715143806,0.43964114288489026,y
